
NIK,Nama,Tempat Lahir,Tanggal Lahir,Jenis Kelamin,Gol. Darah,Alamat,RT/RW,Kel/Desa,Kecamatan,Agama,Status Perkawinan,Pekerjaan,Kewarganegaraan,Berlaku Hingga
2152542102727447,Wahyu Purnomo,Cirebon,21-02-1972,Laki-Laki,A,Jalan Diponegoro No.50,17/15,Cilincing,Cilandak,Hindu,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
1889082102727447,Ahmad Hidayat,Jakarta Barat,21-02-1972,Laki-Laki,O,Jalan Merdeka No.50,17/15,Kebon Kacang,Cilandak,Islam,Belum Kawin,Pegawai Negeri,WNI,Seumur Hidup
2516442102727447,Teguh Wibowo,Tenggarong,21-02-1972,Laki-Laki,B,Jalan Diponegoro No.50,17/15,Cibubur,Cibadak,Hindu,Cerai Hidup,Wartawan,WNI,Seumur Hidup
1716592102727447,Budi Purnomo,Pematangsiantar,21-02-1972,Laki-Laki,A,Jalan Thamrin No.50,17/15,Tanjungsari,Beji,Buddha,Cerai Hidup,Guru,WNI,Seumur Hidup
1956562102727447,Ahmad Pratama,Samarinda,21-02-1972,Laki-Laki,B,Jalan Gajah Mada No.50,17/15,Cibubur,Pancoran Mas,Kristen,Belum Kawin,Buruh,WNI,Seumur Hidup
1584492102727447,Joko Wijaya,Tebing Tinggi,21-02-1972,Laki-Laki,B,Jalan Gajah Mada No.50,17/15,Purnawarman,Cipayung,Buddha,Cerai Hidup,Wartawan,WNI,Seumur Hidup
2031852102727447,Wahyu Sutrisno,Tegal,21-02-1972,Laki-Laki,B,Jalan Merdeka No.50,17/15,Kebon Kacang,Sukmajaya,Hindu,Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
3106142102727447,Budi Wahyudi,Kuta,21-02-1972,Laki-Laki,B,Jalan Sudirman No.50,17/15,Kebon Jeruk,Tapos,Buddha,Belum Kawin,Pegawai Swasta,WNI,Seumur Hidup
4334242102727447,Wahyu Purnomo,Purwokerto,21-02-1972,Laki-Laki,A,Jalan Gajah Mada No.50,17/15,Sukamaju,Sukmajaya,Kristen,Kawin,Karyawan Honorer,WNI,Seumur Hidup
1990762102727447,Joko Wijaya,Jakarta Pusat,21-02-1972,Laki-Laki,A,Jalan Thamrin No.50,17/15,Cibubur,Cilandak,Hindu,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
1892582102727447,Herman Setiawan,Solok,21-02-1972,Laki-Laki,AB,Jalan Sudirman No.50,17/15,Mekarjaya,Cibadak,Konghucu,Belum Kawin,Pegawai Swasta,WNI,Seumur Hidup
2972012102727447,Wahyu Saputra,Depok,21-02-1972,Laki-Laki,O,Jalan Sudirman No.50,17/15,Karanganyar,Cilandak,Kristen,Belum Kawin,Karyawan Honorer,WNI,Seumur Hidup
3176396102727447,Murni Hidayat,Ubud,21-02-1972,Perempuan,A,Jalan Merdeka No.50,17/15,Sukamaju,Kemayoran,Buddha,Belum Kawin,Wiraswasta,WNI,Seumur Hidup
2157112102727447,Herman Santoso,Payakumbuh,21-02-1972,Laki-Laki,O,Jalan Thamrin No.50,17/15,Karanganyar,Sukmajaya,Islam,Kawin,Buruh,WNI,Seumur Hidup
2027652102727447,Wahyu Santoso,Cirebon,21-02-1972,Laki-Laki,O,Jalan Merdeka No.50,17/15,Tanah Abang,Cipayung,Hindu,Cerai Hidup,Wartawan,WNI,Seumur Hidup
2774976102727447,Putri Hidayat,Purwokerto,21-02-1972,Perempuan,A,Jalan Gajah Mada No.50,17/15,Kebon Jeruk,Beji,Kristen,Cerai Hidup,Wartawan,WNI,Seumur Hidup
2997656102727447,Putri Hidayat,Kampar,21-02-1972,Perempuan,O,Jalan Merdeka No.50,17/15,Kebon Kacang,Pancoran Mas,Buddha,Kawin,Buruh,WNI,Seumur Hidup
2643606102727447,Dewi Setiawan,Bengkalis,21-02-1972,Perempuan,B,Jalan Sudirman No.50,17/15,Kebon Kacang,Beji,Konghucu,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
3376332102727447,Teguh Saputra,Depok,21-02-1972,Laki-Laki,B,Jalan Thamrin No.50,17/15,Kebon Kacang,Tapos,Islam,Belum Kawin,Guru,WNI,Seumur Hidup
1882492102727447,Ahmad Pratama,Cirebon,21-02-1972,Laki-Laki,O,Jalan Gajah Mada No.50,17/15,Cibubur,Cilandak,Katolik,Belum Kawin,Wiraswasta,WNI,Seumur Hidup
2061832102727447,Hendra Wibowo,Semarang,21-02-1972,Laki-Laki,A,Jalan Merdeka No.50,17/15,Sukamaju,Sukmajaya,Islam,Cerai Hidup,Buruh,WNI,Seumur Hidup
1914776102727447,Putri Setiawan,Bantul,21-02-1972,Perempuan,O,Jalan Diponegoro No.50,17/15,Cibubur,Kemayoran,Katolik,Kawin,Buruh,WNI,Seumur Hidup
2433802102727447,Yusuf Pratama,Jakarta Utara,21-02-1972,Laki-Laki,O,Jalan Gajah Mada No.50,17/15,Kebon Kacang,Beji,Konghucu,Belum Kawin,Guru,WNI,Seumur Hidup
4422166102727447,Zahra Pratama,Jakarta Utara,21-02-1972,Perempuan,AB,Jalan Gajah Mada No.50,17/15,Kebon Jeruk,Cipayung,Kristen,Cerai Hidup,Buruh,WNI,Seumur Hidup
2929706102727447,Kartika Sutrisno,Yogyakarta,21-02-1972,Perempuan,O,Jalan Thamrin No.50,17/15,Purnawarman,Sukajaya,Konghucu,Kawin,Guru,WNI,Seumur Hidup
3907806102727447,Dwi Saputra,Kediri,21-02-1972,Perempuan,A,Jalan Diponegoro No.50,17/15,Desakota,Cilandak,Kristen,Cerai Hidup,Guru,WNI,Seumur Hidup
1741072102727447,Yusuf Pratama,Tanjungbalai,21-02-1972,Laki-Laki,AB,Jalan Thamrin No.50,17/15,Tanah Abang,Cengkareng,Buddha,Belum Kawin,Guru,WNI,Seumur Hidup
3130422102727447,Ahmad Hidayat,Kulon Progo,21-02-1972,Laki-Laki,B,Jalan Merdeka No.50,17/15,Tanjungsari,Cipayung,Katolik,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
3599532102727447,Teguh Wijaya,Samarinda,21-02-1972,Laki-Laki,B,Jalan Thamrin No.50,17/15,Kebon Kacang,Tapos,Katolik,Belum Kawin,Pegawai Negeri,WNI,Seumur Hidup
3287896102727447,Dwi Sutrisno,Samarinda,21-02-1972,Perempuan,B,Jalan Merdeka No.50,17/15,Tanah Abang,Tapos,Buddha,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
2789126102727447,Murni Wahyudi,Bukittinggi,21-02-1972,Perempuan,AB,Jalan Gajah Mada No.50,17/15,Karanganyar,Kemayoran,Katolik,Cerai Hidup,Wartawan,WNI,Seumur Hidup
1958472102727447,Herman Sutrisno,Jakarta Utara,21-02-1972,Laki-Laki,B,Jalan Gajah Mada No.50,17/15,Cibubur,Cengkareng,Buddha,Belum Kawin,Pegawai Negeri,WNI,Seumur Hidup
4026452102727447,Yusuf Purnomo,Bukittinggi,21-02-1972,Laki-Laki,A,Jalan Sudirman No.50,17/15,Mekarjaya,Beji,Konghucu,Cerai Hidup,Buruh,WNI,Seumur Hidup
1604106102727447,Putri Pratama,Malang,21-02-1972,Perempuan,A,Jalan Sudirman No.50,17/15,Tanah Abang,Cengkareng,Katolik,Kawin,Wartawan,WNI,Seumur Hidup
4163982102727447,Wahyu Wibowo,Bantul,21-02-1972,Laki-Laki,A,Jalan Gajah Mada No.50,17/15,Cibubur,Cibadak,Katolik,Belum Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
1153806102727447,Dwi Setiawan,Jakarta Barat,21-02-1972,Perempuan,A,Jalan Thamrin No.50,17/15,Tanah Abang,Beji,Konghucu,Belum Kawin,Buruh,WNI,Seumur Hidup
2268566102727447,Lestari Wahyudi,Payakumbuh,21-02-1972,Perempuan,O,Jalan Sudirman No.50,17/15,Cilincing,Tapos,Konghucu,Kawin,Pegawai Negeri,WNI,Seumur Hidup
2404422102727447,Yusuf Purnomo,Tenggarong,21-02-1972,Laki-Laki,B,Jalan Thamrin No.50,17/15,Sukamaju,Sukmajaya,Katolik,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
3180766102727447,Zahra Santoso,Kampar,21-02-1972,Perempuan,A,Jalan Sudirman No.50,17/15,Sindangsari,Cipayung,Kristen,Kawin,Karyawan Honorer,WNI,Seumur Hidup
3962162102727447,Herman Pratama,Bukittinggi,21-02-1972,Laki-Laki,B,Jalan Thamrin No.50,17/15,Sukamaju,Cengkareng,Buddha,Cerai Hidup,Buruh,WNI,Seumur Hidup
4478546102727447,Lestari Pratama,Madiun,21-02-1972,Perempuan,O,Jalan Diponegoro No.50,17/15,Cibubur,Beji,Konghucu,Cerai Hidup,Guru,WNI,Seumur Hidup
1424176102727447,Fitri Sutrisno,Cirebon,21-02-1972,Perempuan,AB,Jalan Sudirman No.50,17/15,Karanganyar,Tapos,Hindu,Kawin,Wartawan,WNI,Seumur Hidup
3388722102727447,Gunawan Purnomo,Pematangsiantar,21-02-1972,Laki-Laki,AB,Jalan Merdeka No.50,17/15,Tanah Abang,Sukmajaya,Buddha,Belum Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
1815632102727447,Joko Setiawan,Semarang,21-02-1972,Laki-Laki,O,Jalan Merdeka No.50,17/15,Tanjungsari,Kemayoran,Konghucu,Belum Kawin,Guru,WNI,Seumur Hidup
1697092102727447,Hendra Sutrisno,Blitar,21-02-1972,Laki-Laki,B,Jalan Gajah Mada No.50,17/15,Sukamaju,Cipayung,Konghucu,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
4228082102727447,Gunawan Setiawan,Madiun,21-02-1972,Laki-Laki,AB,Jalan Diponegoro No.50,17/15,Kebon Jeruk,Tapos,Hindu,Belum Kawin,Buruh,WNI,Seumur Hidup
3358402102727447,Joko Santoso,Tebing Tinggi,21-02-1972,Laki-Laki,AB,Jalan Diponegoro No.50,17/15,Kebon Kacang,Sukajaya,Islam,Belum Kawin,Pegawai Negeri,WNI,Seumur Hidup
2213642102727447,Budi Purnomo,Balikpapan,21-02-1972,Laki-Laki,A,Jalan Sudirman No.50,17/15,Desakota,Sukmajaya,Buddha,Kawin,Guru,WNI,Seumur Hidup
2433732102727447,Teguh Sutrisno,Jakarta Timur,21-02-1972,Laki-Laki,B,Jalan Gajah Mada No.50,17/15,Purnawarman,Kemayoran,Katolik,Cerai Hidup,Buruh,WNI,Seumur Hidup
1967122102727447,Gunawan Wibowo,Blitar,21-02-1972,Laki-Laki,O,Jalan Merdeka No.50,17/15,Sindangsari,Sukajaya,Katolik,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
3447646102727447,Lestari Setiawan,Kediri,21-02-1972,Perempuan,B,Jalan Thamrin No.50,17/15,Sukamaju,Sukmajaya,Konghucu,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
2497362102727447,Teguh Purnomo,Kulon Progo,21-02-1972,Laki-Laki,O,Jalan Gajah Mada No.50,17/15,Kebon Jeruk,Pancoran Mas,Konghucu,Kawin,Wartawan,WNI,Seumur Hidup
2253672102727447,Gunawan Pratama,Bukittinggi,21-02-1972,Laki-Laki,A,Jalan Gajah Mada No.50,17/15,Cibubur,Sukajaya,Kristen,Belum Kawin,Karyawan Honorer,WNI,Seumur Hidup
2892396102727447,Putri Saputra,Pematangsiantar,21-02-1972,Perempuan,B,Jalan Merdeka No.50,17/15,Purnawarman,Cengkareng,Kristen,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
4078522102727447,Budi Setiawan,Solok,21-02-1972,Laki-Laki,B,Jalan Merdeka No.50,17/15,Desakota,Tapos,Buddha,Kawin,Pegawai Negeri,WNI,Seumur Hidup
3261192102727447,Ahmad Santoso,Kulon Progo,21-02-1972,Laki-Laki,AB,Jalan Thamrin No.50,17/15,Sukamaju,Pancoran Mas,Kristen,Belum Kawin,Pegawai Negeri,WNI,Seumur Hidup
4359986102727447,Kartika Wahyudi,Bontang,21-02-1972,Perempuan,A,Jalan Sudirman No.50,17/15,Kebon Jeruk,Sukmajaya,Islam,Kawin,Pegawai Swasta,WNI,Seumur Hidup
3838112102727447,Teguh Pratama,Bekasi,21-02-1972,Laki-Laki,A,Jalan Merdeka No.50,17/15,Mekarjaya,Tapos,Buddha,Belum Kawin,Wiraswasta,WNI,Seumur Hidup
1835632102727447,Ahmad Saputra,Kampar,21-02-1972,Laki-Laki,O,Jalan Thamrin No.50,17/15,Cilincing,Cipayung,Hindu,Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
2266252102727447,Joko Setiawan,Bantul,21-02-1972,Laki-Laki,AB,Jalan Gajah Mada No.50,17/15,Desakota,Sukajaya,Islam,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
1920032102727447,Gunawan Saputra,Depok,21-02-1972,Laki-Laki,AB,Jalan Merdeka No.50,17/15,Mekarjaya,Tapos,Kristen,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
2582856102727447,Murni Setiawan,Padang,21-02-1972,Perempuan,AB,Jalan Diponegoro No.50,17/15,Mekarjaya,Beji,Konghucu,Belum Kawin,Pegawai Swasta,WNI,Seumur Hidup
2664842102727447,Hendra Wahyudi,Jakarta Utara,21-02-1972,Laki-Laki,A,Jalan Thamrin No.50,17/15,Kebon Kacang,Pancoran Mas,Katolik,Kawin,Wiraswasta,WNI,Seumur Hidup
2712202102727447,Ahmad Wahyudi,Kuta,21-02-1972,Laki-Laki,A,Jalan Diponegoro No.50,17/15,Sindangsari,Kemayoran,Katolik,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
2673746102727447,Sunarti Setiawan,Payakumbuh,21-02-1972,Perempuan,O,Jalan Gajah Mada No.50,17/15,Mekarjaya,Pancoran Mas,Islam,Belum Kawin,Wiraswasta,WNI,Seumur Hidup
1891582102727447,Teguh Purnomo,Dumai,21-02-1972,Laki-Laki,B,Jalan Sudirman No.50,17/15,Cibubur,Sukajaya,Hindu,Kawin,Wiraswasta,WNI,Seumur Hidup
4322862102727447,Herman Wibowo,Tanjungbalai,21-02-1972,Laki-Laki,B,Jalan Sudirman No.50,17/15,Tanah Abang,Pancoran Mas,Hindu,Belum Kawin,Pegawai Swasta,WNI,Seumur Hidup
1147756102727447,Fitri Pratama,Semarang,21-02-1972,Perempuan,A,Jalan Merdeka No.50,17/15,Sukamaju,Pancoran Mas,Islam,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
2499536102727447,Murni Santoso,Bengkalis,21-02-1972,Perempuan,B,Jalan Sudirman No.50,17/15,Kebon Kacang,Cipayung,Hindu,Kawin,Wiraswasta,WNI,Seumur Hidup
2783996102727447,Sunarti Santoso,Semarang,21-02-1972,Perempuan,A,Jalan Merdeka No.50,17/15,Tanjungsari,Sukajaya,Kristen,Cerai Hidup,Wartawan,WNI,Seumur Hidup
3606986102727447,Kartika Wijaya,Bandung,21-02-1972,Perempuan,AB,Jalan Thamrin No.50,17/15,Karanganyar,Tapos,Konghucu,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
2435136102727447,Zahra Pratama,Bukittinggi,21-02-1972,Perempuan,A,Jalan Merdeka No.50,17/15,Sukamaju,Kemayoran,Katolik,Kawin,Buruh,WNI,Seumur Hidup
3197292102727447,Hendra Santoso,Gianyar,21-02-1972,Laki-Laki,O,Jalan Diponegoro No.50,17/15,Kebon Kacang,Cilandak,Islam,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
3041792102727447,Budi Saputra,Gianyar,21-02-1972,Laki-Laki,A,Jalan Gajah Mada No.50,17/15,Sindangsari,Kemayoran,Konghucu,Kawin,Pegawai Negeri,WNI,Seumur Hidup
3673926102727447,Zahra Santoso,Bogor,21-02-1972,Perempuan,B,Jalan Diponegoro No.50,17/15,Sukamaju,Sukajaya,Buddha,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
4293422102727447,Teguh Wibowo,Medan,21-02-1972,Laki-Laki,B,Jalan Thamrin No.50,17/15,Purnawarman,Kemayoran,Kristen,Belum Kawin,Wartawan,WNI,Seumur Hidup
3249146102727447,Putri Saputra,Solok,21-02-1972,Perempuan,A,Jalan Sudirman No.50,17/15,Kebon Kacang,Beji,Hindu,Kawin,Buruh,WNI,Seumur Hidup
2598066102727447,Murni Hidayat,Tanjungbalai,21-02-1972,Perempuan,B,Jalan Diponegoro No.50,17/15,Sukamaju,Sukmajaya,Konghucu,Belum Kawin,Pegawai Negeri,WNI,Seumur Hidup
2447532102727447,Yusuf Wijaya,Kulon Progo,21-02-1972,Laki-Laki,AB,Jalan Merdeka No.50,17/15,Cilincing,Cibadak,Buddha,Cerai Hidup,Buruh,WNI,Seumur Hidup
2015272102727447,Budi Sutrisno,Jakarta Timur,21-02-1972,Laki-Laki,A,Jalan Thamrin No.50,17/15,Karanganyar,Sukajaya,Konghucu,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
3361336102727447,Kartika Sutrisno,Depok,21-02-1972,Perempuan,B,Jalan Diponegoro No.50,17/15,Cilincing,Kemayoran,Buddha,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
3410326102727447,Sunarti Hidayat,Jakarta Selatan,21-02-1972,Perempuan,B,Jalan Diponegoro No.50,17/15,Sindangsari,Cipayung,Katolik,Cerai Hidup,Guru,WNI,Seumur Hidup
2609642102727447,Gunawan Sutrisno,Siak,21-02-1972,Laki-Laki,B,Jalan Sudirman No.50,17/15,Kebon Jeruk,Tapos,Islam,Belum Kawin,Guru,WNI,Seumur Hidup
3788406102727447,Putri Santoso,Singaraja,21-02-1972,Perempuan,A,Jalan Sudirman No.50,17/15,Kebon Jeruk,Cibadak,Kristen,Belum Kawin,Guru,WNI,Seumur Hidup
1299446102727447,Zahra Santoso,Pekanbaru,21-02-1972,Perempuan,O,Jalan Gajah Mada No.50,17/15,Tanah Abang,Sukmajaya,Kristen,Belum Kawin,Buruh,WNI,Seumur Hidup
2521602102727447,Joko Santoso,Tegal,21-02-1972,Laki-Laki,B,Jalan Thamrin No.50,17/15,Sukamaju,Sukmajaya,Islam,Belum Kawin,Wartawan,WNI,Seumur Hidup
1542412102727447,Yusuf Hidayat,Siak,21-02-1972,Laki-Laki,A,Jalan Gajah Mada No.50,17/15,Desakota,Cibadak,Katolik,Belum Kawin,Karyawan Honorer,WNI,Seumur Hidup
3797442102727447,Teguh Wahyudi,Bogor,21-02-1972,Laki-Laki,A,Jalan Diponegoro No.50,17/15,Kebon Jeruk,Beji,Hindu,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
1722686102727447,Dewi Saputra,Jakarta Pusat,21-02-1972,Perempuan,B,Jalan Sudirman No.50,17/15,Sindangsari,Kemayoran,Hindu,Belum Kawin,Pegawai Swasta,WNI,Seumur Hidup
3694446102727447,Putri Wahyudi,Singaraja,21-02-1972,Perempuan,O,Jalan Merdeka No.50,17/15,Tanjungsari,Sukmajaya,Kristen,Cerai Hidup,Buruh,WNI,Seumur Hidup
3667022102727447,Herman Saputra,Madiun,21-02-1972,Laki-Laki,A,Jalan Sudirman No.50,17/15,Tanjungsari,Cengkareng,Kristen,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
4002406102727447,Zahra Hidayat,Jakarta Barat,21-02-1972,Perempuan,O,Jalan Gajah Mada No.50,17/15,Karanganyar,Sukajaya,Katolik,Belum Kawin,Pegawai Swasta,WNI,Seumur Hidup
1440442102727447,Yusuf Saputra,Jakarta Pusat,21-02-1972,Laki-Laki,B,Jalan Sudirman No.50,17/15,Cilincing,Sukmajaya,Islam,Belum Kawin,Pegawai Swasta,WNI,Seumur Hidup
1119792102727447,Joko Sutrisno,Cirebon,21-02-1972,Laki-Laki,O,Jalan Gajah Mada No.50,17/15,Karanganyar,Beji,Katolik,Cerai Hidup,Wartawan,WNI,Seumur Hidup
4068776102727447,Dwi Purnomo,Kutai Barat,21-02-1972,Perempuan,A,Jalan Gajah Mada No.50,17/15,Sukamaju,Pancoran Mas,Kristen,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
2735021405592946,Joko Setiawan,Singaraja,14-05-1959,Laki-Laki,AB,Jalan Thamrin No.147,16/05,Sukamaju,Cengkareng,Hindu,Kawin,Wiraswasta,WNI,Seumur Hidup
2244041405592946,Ahmad Saputra,Padang,14-05-1959,Laki-Laki,B,Jalan Diponegoro No.147,16/05,Desakota,Cengkareng,Islam,Kawin,Pegawai Swasta,WNI,Seumur Hidup
1964385405592946,Fitri Setiawan,Sawahlunto,14-05-1959,Perempuan,A,Jalan Sudirman No.147,16/05,Tanah Abang,Cilandak,Katolik,Cerai Hidup,Guru,WNI,Seumur Hidup
2453521405592946,Yusuf Purnomo,Kulon Progo,14-05-1959,Laki-Laki,AB,Jalan Merdeka No.147,16/05,Kebon Kacang,Sukmajaya,Islam,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
3063871405592946,Joko Wijaya,Tenggarong,14-05-1959,Laki-Laki,B,Jalan Merdeka No.147,16/05,Tanjungsari,Tapos,Kristen,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
3958275405592946,Lestari Saputra,Samarinda,14-05-1959,Perempuan,O,Jalan Gajah Mada No.147,16/05,Tanjungsari,Cibadak,Kristen,Cerai Hidup,Wartawan,WNI,Seumur Hidup
3197505405592946,Kartika Pratama,Kuta,14-05-1959,Perempuan,AB,Jalan Sudirman No.147,16/05,Tanah Abang,Pancoran Mas,Kristen,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
3156575405592946,Lestari Wijaya,Singaraja,14-05-1959,Perempuan,A,Jalan Sudirman No.147,16/05,Mekarjaya,Cibadak,Buddha,Cerai Hidup,Buruh,WNI,Seumur Hidup
1484411405592946,Hendra Wijaya,Bantul,14-05-1959,Laki-Laki,AB,Jalan Sudirman No.147,16/05,Mekarjaya,Sukmajaya,Konghucu,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
3683935405592946,Dewi Wijaya,Yogyakarta,14-05-1959,Perempuan,B,Jalan Thamrin No.147,16/05,Cilincing,Cibadak,Buddha,Belum Kawin,Wiraswasta,WNI,Seumur Hidup
2850971405592946,Gunawan Hidayat,Pematangsiantar,14-05-1959,Laki-Laki,B,Jalan Merdeka No.147,16/05,Cibubur,Cengkareng,Buddha,Belum Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
3544965405592946,Murni Pratama,Jakarta Pusat,14-05-1959,Perempuan,O,Jalan Sudirman No.147,16/05,Sukamaju,Cibadak,Islam,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
3307395405592946,Zahra Wijaya,Kutai Barat,14-05-1959,Perempuan,AB,Jalan Gajah Mada No.147,16/05,Tanah Abang,Sukajaya,Katolik,Belum Kawin,Wiraswasta,WNI,Seumur Hidup
2863295405592946,Sunarti Sutrisno,Bontang,14-05-1959,Perempuan,A,Jalan Sudirman No.147,16/05,Sukamaju,Cipayung,Konghucu,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
3342351405592946,Ahmad Sutrisno,Pematangsiantar,14-05-1959,Laki-Laki,AB,Jalan Merdeka No.147,16/05,Sindangsari,Pancoran Mas,Islam,Belum Kawin,Wiraswasta,WNI,Seumur Hidup
3513351405592946,Budi Setiawan,Blitar,14-05-1959,Laki-Laki,O,Jalan Diponegoro No.147,16/05,Cibubur,Tapos,Katolik,Belum Kawin,Guru,WNI,Seumur Hidup
4421861405592946,Herman Wahyudi,Payakumbuh,14-05-1959,Laki-Laki,O,Jalan Sudirman No.147,16/05,Kebon Jeruk,Cipayung,Islam,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
2747715405592946,Sunarti Sutrisno,Bandung,14-05-1959,Perempuan,AB,Jalan Gajah Mada No.147,16/05,Tanah Abang,Cibadak,Hindu,Kawin,Wartawan,WNI,Seumur Hidup
2526055405592946,Sunarti Hidayat,Bontang,14-05-1959,Perempuan,AB,Jalan Diponegoro No.147,16/05,Purnawarman,Sukmajaya,Buddha,Cerai Hidup,Buruh,WNI,Seumur Hidup
3422521405592946,Ahmad Hidayat,Solok,14-05-1959,Laki-Laki,AB,Jalan Diponegoro No.147,16/05,Desakota,Pancoran Mas,Hindu,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
2925231405592946,Herman Wibowo,Bogor,14-05-1959,Laki-Laki,O,Jalan Diponegoro No.147,16/05,Sukamaju,Cengkareng,Kristen,Kawin,Karyawan Honorer,WNI,Seumur Hidup
3087515405592946,Putri Pratama,Solok,14-05-1959,Perempuan,B,Jalan Gajah Mada No.147,16/05,Cibubur,Kemayoran,Konghucu,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
1462275405592946,Lestari Wibowo,Tenggarong,14-05-1959,Perempuan,O,Jalan Sudirman No.147,16/05,Purnawarman,Sukajaya,Konghucu,Belum Kawin,Karyawan Honorer,WNI,Seumur Hidup
2178291405592946,Hendra Wibowo,Tebing Tinggi,14-05-1959,Laki-Laki,O,Jalan Gajah Mada No.147,16/05,Sukamaju,Cipayung,Katolik,Belum Kawin,Karyawan Honorer,WNI,Seumur Hidup
1697165405592946,Murni Wibowo,Semarang,14-05-1959,Perempuan,AB,Jalan Merdeka No.147,16/05,Tanah Abang,Cibadak,Konghucu,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
2666021405592946,Yusuf Purnomo,Cirebon,14-05-1959,Laki-Laki,AB,Jalan Diponegoro No.147,16/05,Purnawarman,Beji,Kristen,Belum Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
1725875405592946,Dwi Saputra,Jakarta Timur,14-05-1959,Perempuan,AB,Jalan Thamrin No.147,16/05,Mekarjaya,Cilandak,Kristen,Kawin,Karyawan Honorer,WNI,Seumur Hidup
3398505405592946,Dewi Santoso,Bukittinggi,14-05-1959,Perempuan,O,Jalan Diponegoro No.147,16/05,Karanganyar,Beji,Kristen,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
1291105405592946,Putri Setiawan,Kulon Progo,14-05-1959,Perempuan,AB,Jalan Merdeka No.147,16/05,Tanah Abang,Kemayoran,Konghucu,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
3553441405592946,Ahmad Pratama,Tenggarong,14-05-1959,Laki-Laki,AB,Jalan Gajah Mada No.147,16/05,Kebon Jeruk,Tapos,Islam,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
3385461405592946,Budi Wijaya,Balikpapan,14-05-1959,Laki-Laki,O,Jalan Merdeka No.147,16/05,Sindangsari,Cipayung,Konghucu,Kawin,Pegawai Negeri,WNI,Seumur Hidup
4019205405592946,Indah Hidayat,Depok,14-05-1959,Perempuan,A,Jalan Thamrin No.147,16/05,Kebon Kacang,Cipayung,Islam,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
1645195405592946,Kartika Pratama,Kuta,14-05-1959,Perempuan,B,Jalan Thamrin No.147,16/05,Karanganyar,Sukmajaya,Katolik,Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
1869891405592946,Gunawan Hidayat,Jakarta Timur,14-05-1959,Laki-Laki,B,Jalan Diponegoro No.147,16/05,Kebon Kacang,Cengkareng,Konghucu,Cerai Hidup,Guru,WNI,Seumur Hidup
3084771405592946,Budi Wibowo,Kulon Progo,14-05-1959,Laki-Laki,B,Jalan Merdeka No.147,16/05,Sukamaju,Tapos,Buddha,Belum Kawin,Wiraswasta,WNI,Seumur Hidup
4040111405592946,Herman Setiawan,Jakarta Selatan,14-05-1959,Laki-Laki,A,Jalan Gajah Mada No.147,16/05,Desakota,Cilandak,Buddha,Belum Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
