NIK,Nama,Tempat Lahir,Tanggal Lahir,Jenis Kelamin,Gol. Darah,Alamat,RT/RW,Kel/Desa,Kecamatan,Agama,Status Perkawinan,Pekerjaan,Kewarganegaraan,Berlaku Hingga
4421442407924031,Ahmad Hidayat,Sleman,24-07-1992,Laki-Laki,O,Jalan Gajah Mada No.57,08/05,Karanganyar,Cipayung,Konghucu,Belum Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
1499996105596962,Sunarti Saputra,Solok,21-05-1959,Perempuan,AB,Jalan Sudirman No.173,12/17,Tanjungsari,Cilandak,Katolik,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
3166912512732295,Gunawan Wahyudi,Surakarta,25-12-1973,Laki-Laki,A,Jalan Thamrin No.49,18/11,Kebon Kacang,Cipayung,Katolik,Belum Kawin,Wartawan,WNI,Seumur Hidup
3997712302954579,Gunawan Purnomo,Samarinda,23-02-1995,Laki-Laki,O,Jalan Diponegoro No.170,11/24,Sukamaju,Cengkareng,Kristen,Belum Kawin,Pegawai Swasta,WNI,Seumur Hidup
2588334109642878,Putri Santoso,Tegal,01-09-1964,Perempuan,AB,Jalan Gajah Mada No.90,13/13,Kebon Kacang,Tapos,Konghucu,Kawin,Pegawai Negeri,WNI,Seumur Hidup
4481416401576092,Kartika Santoso,Malang,24-01-1957,Perempuan,O,Jalan Merdeka No.199,16/20,Tanah Abang,Pancoran Mas,Hindu,Belum Kawin,Buruh,WNI,Seumur Hidup
4056086205594235,Murni Wijaya,Purwokerto,22-05-1959,Perempuan,A,Jalan Gajah Mada No.35,15/12,Kebon Jeruk,Tapos,Kristen,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
4437242011747271,Ahmad Santoso,Gunungkidul,20-11-1974,Laki-Laki,B,Jalan Merdeka No.169,19/21,Purnawarman,Cipayung,Islam,Cerai Hidup,Guru,WNI,Seumur Hidup
1198832703805520,Hendra Wijaya,Jakarta Selatan,27-03-1980,Laki-Laki,AB,Jalan Gajah Mada No.187,17/23,Sukamaju,Cibadak,Hindu,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
4344806009737305,Fitri Saputra,Binjai,20-09-1973,Perempuan,AB,Jalan Merdeka No.30,13/17,Cibubur,Sukmajaya,Buddha,Cerai Hidup,Wartawan,WNI,Seumur Hidup
3556515503851696,Lestari Sutrisno,Singaraja,15-03-1985,Perempuan,A,Jalan Diponegoro No.125,15/13,Cilincing,Cilandak,Kristen,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
1939956612595791,Indah Santoso,Kuta,26-12-1959,Perempuan,AB,Jalan Thamrin No.153,03/07,Tanjungsari,Cipayung,Buddha,Cerai Hidup,Buruh,WNI,Seumur Hidup
2291191809575159,Teguh Wijaya,Jakarta Barat,18-09-1957,Laki-Laki,B,Jalan Diponegoro No.23,04/04,Cibubur,Cibadak,Kristen,Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
3482985008057789,Dewi Sutrisno,Yogyakarta,10-08-2005,Perempuan,AB,Jalan Thamrin No.183,04/20,Mekarjaya,Sukmajaya,Konghucu,Kawin,Wiraswasta,WNI,Seumur Hidup
4170206509517607,Murni Setiawan,Binjai,25-09-1951,Perempuan,B,Jalan Sudirman No.37,10/22,Kebon Jeruk,Beji,Konghucu,Belum Kawin,Karyawan Honorer,WNI,Seumur Hidup
3279855105541400,Dewi Hidayat,Bekasi,11-05-1954,Perempuan,B,Jalan Diponegoro No.92,02/10,Tanah Abang,Cibadak,Islam,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
3695161102535096,Ahmad Wahyudi,Bengkalis,11-02-1953,Laki-Laki,AB,Jalan Gajah Mada No.153,17/04,Sindangsari,Cengkareng,Hindu,Kawin,Wiraswasta,WNI,Seumur Hidup
3585265502635660,Kartika Pratama,Pematangsiantar,15-02-1963,Perempuan,AB,Jalan Thamrin No.161,06/23,Tanah Abang,Cilandak,Hindu,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
4383390401906904,Teguh Sutrisno,Kulon Progo,04-01-1990,Laki-Laki,AB,Jalan Thamrin No.57,07/05,Desakota,Beji,Kristen,Belum Kawin,Wiraswasta,WNI,Seumur Hidup
1778805204511965,Zahra Wibowo,Kulon Progo,12-04-1951,Perempuan,B,Jalan Merdeka No.168,01/09,Cilincing,Cengkareng,Hindu,Belum Kawin,Wiraswasta,WNI,Seumur Hidup
3424290905890111,Budi Setiawan,Binjai,09-05-1989,Laki-Laki,B,Jalan Diponegoro No.82,17/02,Purnawarman,Kemayoran,Islam,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
3670080306676225,Ahmad Pratama,Bantul,03-06-1967,Laki-Laki,O,Jalan Sudirman No.196,03/19,Tanah Abang,Pancoran Mas,Buddha,Belum Kawin,Wiraswasta,WNI,Seumur Hidup
2085820808711840,Herman Setiawan,Cirebon,08-08-1971,Laki-Laki,O,Jalan Diponegoro No.189,08/07,Sindangsari,Cibadak,Kristen,Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
2794690909984172,Teguh Setiawan,Tegal,09-09-1998,Laki-Laki,O,Jalan Diponegoro No.88,20/23,Kebon Jeruk,Sukmajaya,Buddha,Cerai Hidup,Wartawan,WNI,Seumur Hidup
4194325604913557,Lestari Purnomo,Bukittinggi,16-04-1991,Perempuan,AB,Jalan Merdeka No.169,04/21,Cibubur,Kemayoran,Katolik,Kawin,Wiraswasta,WNI,Seumur Hidup
2891916402832437,Indah Pratama,Payakumbuh,24-02-1983,Perempuan,B,Jalan Gajah Mada No.38,16/15,Purnawarman,Cibadak,Kristen,Kawin,Wartawan,WNI,Seumur Hidup
3725431707064547,Gunawan Wahyudi,Surakarta,17-07-2006,Laki-Laki,AB,Jalan Gajah Mada No.122,01/08,Purnawarman,Pancoran Mas,Konghucu,Kawin,Wiraswasta,WNI,Seumur Hidup
3153572304716451,Wahyu Sutrisno,Bekasi,23-04-1971,Laki-Laki,AB,Jalan Sudirman No.50,08/17,Tanah Abang,Tapos,Buddha,Kawin,Buruh,WNI,Seumur Hidup
2440934105898091,Dwi Purnomo,Yogyakarta,01-05-1989,Perempuan,A,Jalan Gajah Mada No.73,15/11,Tanjungsari,Pancoran Mas,Buddha,Belum Kawin,Pegawai Swasta,WNI,Seumur Hidup
1731801908528162,Yusuf Wijaya,Siak,19-08-1952,Laki-Laki,A,Jalan Merdeka No.75,08/22,Kebon Kacang,Sukmajaya,Kristen,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
1762796509965206,Fitri Wibowo,Purwokerto,25-09-1996,Perempuan,AB,Jalan Sudirman No.59,20/24,Purnawarman,Tapos,Katolik,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
1384332801499503,Wahyu Wahyudi,Kuta,28-01-1949,Laki-Laki,O,Jalan Merdeka No.132,13/01,Sukamaju,Cipayung,Buddha,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
4293151806515610,Hendra Wahyudi,Bantul,18-06-1951,Laki-Laki,B,Jalan Diponegoro No.111,01/18,Tanah Abang,Cipayung,Islam,Kawin,Guru,WNI,Seumur Hidup
1425746102020551,Dewi Wijaya,Gunungkidul,21-02-2002,Perempuan,O,Jalan Merdeka No.109,15/01,Sindangsari,Beji,Hindu,Belum Kawin,Wiraswasta,WNI,Seumur Hidup
3639076512683496,Lestari Setiawan,Depok,25-12-1968,Perempuan,AB,Jalan Merdeka No.154,20/05,Cibubur,Pancoran Mas,Kristen,Belum Kawin,Karyawan Honorer,WNI,Seumur Hidup
2615086504613231,Putri Hidayat,Purwokerto,25-04-1961,Perempuan,O,Jalan Sudirman No.80,19/05,Karanganyar,Tapos,Katolik,Belum Kawin,Buruh,WNI,Seumur Hidup
3792926807864644,Fitri Purnomo,Ubud,28-07-1986,Perempuan,O,Jalan Gajah Mada No.68,10/16,Cilincing,Tapos,Hindu,Cerai Hidup,Buruh,WNI,Seumur Hidup
2335364602911049,Murni Purnomo,Jakarta Pusat,06-02-1991,Perempuan,AB,Jalan Merdeka No.90,05/21,Purnawarman,Cengkareng,Islam,Belum Kawin,Karyawan Honorer,WNI,Seumur Hidup
2314490106014896,Yusuf Setiawan,Balikpapan,01-06-2001,Laki-Laki,O,Jalan Sudirman No.64,07/12,Cibubur,Sukajaya,Buddha,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
4103906303785485,Murni Wibowo,Ubud,23-03-1978,Perempuan,O,Jalan Merdeka No.195,04/21,Kebon Kacang,Cengkareng,Islam,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
2879601504613217,Yusuf Purnomo,Padang,15-04-1961,Laki-Laki,AB,Jalan Gajah Mada No.113,10/06,Purnawarman,Cipayung,Buddha,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
1935905812832968,Putri Wijaya,Kuta,18-12-1983,Perempuan,A,Jalan Thamrin No.151,03/13,Tanah Abang,Cibadak,Islam,Belum Kawin,Karyawan Honorer,WNI,Seumur Hidup
3754705604487517,Putri Wahyudi,Purwokerto,16-04-1948,Perempuan,AB,Jalan Gajah Mada No.157,07/05,Karanganyar,Cipayung,Hindu,Cerai Hidup,Guru,WNI,Seumur Hidup
2848442004066266,Wahyu Wijaya,Purwokerto,20-04-2006,Laki-Laki,O,Jalan Diponegoro No.110,06/11,Cibubur,Pancoran Mas,Hindu,Belum Kawin,Wartawan,WNI,Seumur Hidup
2577080304633890,Teguh Santoso,Binjai,03-04-1963,Laki-Laki,AB,Jalan Thamrin No.144,08/17,Tanah Abang,Cilandak,Hindu,Kawin,Pegawai Swasta,WNI,Seumur Hidup
2793921109916258,Budi Santoso,Denpasar,11-09-1991,Laki-Laki,AB,Jalan Sudirman No.175,20/04,Karanganyar,Cipayung,Kristen,Cerai Hidup,Wartawan,WNI,Seumur Hidup
1749365510918831,Sunarti Pratama,Medan,15-10-1991,Perempuan,O,Jalan Diponegoro No.142,14/13,Purnawarman,Cengkareng,Islam,Kawin,Buruh,WNI,Seumur Hidup
1481671002496163,Wahyu Hidayat,Kediri,10-02-1949,Laki-Laki,B,Jalan Thamrin No.19,13/07,Tanah Abang,Cibadak,Hindu,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
1821670303601782,Teguh Santoso,Jakarta Pusat,03-03-1960,Laki-Laki,O,Jalan Diponegoro No.67,09/24,Kebon Jeruk,Sukmajaya,Hindu,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
1414712006547214,Herman Wibowo,Depok,20-06-1954,Laki-Laki,AB,Jalan Diponegoro No.144,19/14,Purnawarman,Cilandak,Konghucu,Cerai Hidup,Buruh,WNI,Seumur Hidup
1238584411499812,Fitri Sutrisno,Bantul,04-11-1949,Perempuan,O,Jalan Gajah Mada No.32,20/09,Karanganyar,Tapos,Buddha,Kawin,Karyawan Honorer,WNI,Seumur Hidup
3527301312931513,Joko Wahyudi,Malang,13-12-1993,Laki-Laki,B,Jalan Diponegoro No.151,09/07,Tanah Abang,Beji,Hindu,Belum Kawin,Wartawan,WNI,Seumur Hidup
3827606602681244,Lestari Hidayat,Tenggarong,26-02-1968,Perempuan,O,Jalan Sudirman No.78,03/06,Purnawarman,Sukmajaya,Buddha,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
2926490207801329,Ahmad Saputra,Jakarta Barat,02-07-1980,Laki-Laki,AB,Jalan Sudirman No.131,07/12,Karanganyar,Tapos,Buddha,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
4332461504729204,Hendra Hidayat,Balikpapan,15-04-1972,Laki-Laki,O,Jalan Thamrin No.90,09/17,Sindangsari,Beji,Buddha,Cerai Hidup,Buruh,WNI,Seumur Hidup
1915962501664856,Teguh Wibowo,Pekanbaru,25-01-1966,Laki-Laki,O,Jalan Thamrin No.86,20/09,Kebon Jeruk,Sukmajaya,Katolik,Cerai Hidup,Buruh,WNI,Seumur Hidup
3333724107454687,Dewi Setiawan,Kutai Barat,01-07-1945,Perempuan,B,Jalan Sudirman No.77,02/23,Desakota,Tapos,Hindu,Kawin,Buruh,WNI,Seumur Hidup
3613260107453708,Yusuf Santoso,Malang,01-07-1945,Laki-Laki,B,Jalan Merdeka No.117,19/13,Cibubur,Cengkareng,Kristen,Cerai Hidup,Buruh,WNI,Seumur Hidup
2774420702633094,Joko Santoso,Siak,07-02-1963,Laki-Laki,A,Jalan Gajah Mada No.61,04/13,Karanganyar,Pancoran Mas,Islam,Cerai Hidup,Guru,WNI,Seumur Hidup
3057862003937194,Ahmad Setiawan,Sleman,20-03-1993,Laki-Laki,B,Jalan Thamrin No.173,04/13,Desakota,Cilandak,Buddha,Kawin,Karyawan Honorer,WNI,Seumur Hidup
1669321612556157,Joko Wibowo,Balikpapan,16-12-1955,Laki-Laki,A,Jalan Thamrin No.129,10/08,Purnawarman,Sukmajaya,Hindu,Kawin,Pegawai Swasta,WNI,Seumur Hidup
4047032101679738,Wahyu Purnomo,Kutai Barat,21-01-1967,Laki-Laki,A,Jalan Merdeka No.113,07/11,Kebon Kacang,Cilandak,Hindu,Kawin,Wartawan,WNI,Seumur Hidup
3625916812498488,Fitri Wahyudi,Tanjungbalai,28-12-1949,Perempuan,AB,Jalan Gajah Mada No.83,01/16,Karanganyar,Pancoran Mas,Hindu,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
4094675201003803,Lestari Sutrisno,Payakumbuh,12-01-2000,Perempuan,AB,Jalan Gajah Mada No.9,03/02,Mekarjaya,Sukmajaya,Kristen,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
3241140304531067,Teguh Sutrisno,Yogyakarta,03-04-1953,Laki-Laki,AB,Jalan Merdeka No.116,18/06,Purnawarman,Cengkareng,Konghucu,Kawin,Pegawai Negeri,WNI,Seumur Hidup
1256630812742059,Yusuf Wahyudi,Pekanbaru,08-12-1974,Laki-Laki,O,Jalan Merdeka No.140,03/23,Mekarjaya,Sukmajaya,Buddha,Cerai Hidup,Buruh,WNI,Seumur Hidup
2981550604504037,Gunawan Setiawan,Denpasar,06-04-1950,Laki-Laki,O,Jalan Diponegoro No.91,02/07,Purnawarman,Cibadak,Buddha,Belum Kawin,Pegawai Negeri,WNI,Seumur Hidup
3031085310690735,Indah Wahyudi,Bukittinggi,13-10-1969,Perempuan,A,Jalan Diponegoro No.81,09/12,Mekarjaya,Cengkareng,Hindu,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
2290772312827278,Hendra Wijaya,Tebing Tinggi,23-12-1982,Laki-Laki,O,Jalan Merdeka No.197,19/15,Kebon Jeruk,Cipayung,Islam,Belum Kawin,Buruh,WNI,Seumur Hidup
2674116103493154,Dwi Sutrisno,Padang,21-03-1949,Perempuan,AB,Jalan Diponegoro No.89,10/17,Cilincing,Pancoran Mas,Konghucu,Kawin,Wiraswasta,WNI,Seumur Hidup
1253814102011951,Zahra Saputra,Medan,01-02-2001,Perempuan,O,Jalan Diponegoro No.127,18/14,Tanjungsari,Sukmajaya,Katolik,Cerai Hidup,Wartawan,WNI,Seumur Hidup
3711074102822513,Dwi Wibowo,Balikpapan,01-02-1982,Perempuan,AB,Jalan Sudirman No.102,18/24,Tanjungsari,Sukajaya,Buddha,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
4058215701694652,Putri Santoso,Tebing Tinggi,17-01-1969,Perempuan,AB,Jalan Gajah Mada No.20,09/21,Kebon Kacang,Kemayoran,Konghucu,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
2460700104794277,Gunawan Saputra,Jakarta Barat,01-04-1979,Laki-Laki,A,Jalan Merdeka No.172,18/02,Sukamaju,Cilandak,Islam,Belum Kawin,Buruh,WNI,Seumur Hidup
1640094511530552,Fitri Santoso,Kutai Barat,05-11-1953,Perempuan,B,Jalan Merdeka No.48,05/17,Kebon Kacang,Pancoran Mas,Hindu,Kawin,Karyawan Honorer,WNI,Seumur Hidup
1492386210699116,Kartika Hidayat,Yogyakarta,22-10-1969,Perempuan,O,Jalan Thamrin No.6,08/16,Tanah Abang,Tapos,Hindu,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
3098181909599372,Budi Wijaya,Gianyar,19-09-1959,Laki-Laki,A,Jalan Sudirman No.98,13/09,Cilincing,Beji,Kristen,Belum Kawin,Pegawai Negeri,WNI,Seumur Hidup
3818714707788389,Putri Setiawan,Balikpapan,07-07-1978,Perempuan,A,Jalan Diponegoro No.20,04/11,Sukamaju,Tapos,Hindu,Belum Kawin,Pegawai Negeri,WNI,Seumur Hidup
4411284402518793,Zahra Wahyudi,Solok,04-02-1951,Perempuan,B,Jalan Sudirman No.146,18/04,Sindangsari,Sukajaya,Kristen,Cerai Hidup,Wartawan,WNI,Seumur Hidup
1489490701928111,Gunawan Saputra,Surabaya,07-01-1992,Laki-Laki,AB,Jalan Merdeka No.163,14/07,Tanjungsari,Sukajaya,Kristen,Cerai Hidup,Wartawan,WNI,Seumur Hidup
3875444307656442,Indah Purnomo,Depok,03-07-1965,Perempuan,AB,Jalan Diponegoro No.55,05/20,Cibubur,Tapos,Buddha,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
2591512710726853,Joko Santoso,Jakarta Timur,27-10-1972,Laki-Laki,AB,Jalan Sudirman No.121,09/03,Mekarjaya,Cengkareng,Konghucu,Kawin,Buruh,WNI,Seumur Hidup
3796482405913318,Hendra Wibowo,Sawahlunto,24-05-1991,Laki-Laki,O,Jalan Merdeka No.62,14/18,Cibubur,Cilandak,Katolik,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
1417722712072481,Wahyu Wahyudi,Dumai,27-12-2007,Laki-Laki,B,Jalan Sudirman No.180,13/07,Purnawarman,Tapos,Hindu,Cerai Hidup,Buruh,WNI,Seumur Hidup
1992636705883592,Kartika Sutrisno,Magelang,27-05-1988,Perempuan,O,Jalan Sudirman No.115,07/24,Sindangsari,Tapos,Hindu,Cerai Hidup,Wartawan,WNI,Seumur Hidup
1868074906745165,Kartika Hidayat,Jakarta Utara,09-06-1974,Perempuan,O,Jalan Diponegoro No.48,14/08,Purnawarman,Tapos,Katolik,Kawin,Guru,WNI,Seumur Hidup
3965700509519300,Gunawan Sutrisno,Kediri,05-09-1951,Laki-Laki,O,Jalan Sudirman No.73,12/16,Karanganyar,Cibadak,Katolik,Kawin,Karyawan Honorer,WNI,Seumur Hidup
3354494609457121,Lestari Saputra,Jakarta Selatan,06-09-1945,Perempuan,B,Jalan Merdeka No.74,10/15,Mekarjaya,Pancoran Mas,Katolik,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
2211161106913466,Ahmad Santoso,Medan,11-06-1991,Laki-Laki,A,Jalan Thamrin No.195,19/09,Cibubur,Cipayung,Katolik,Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
1172335405704032,Dewi Wijaya,Jakarta Selatan,14-05-1970,Perempuan,B,Jalan Thamrin No.67,04/23,Sukamaju,Beji,Kristen,Kawin,Karyawan Honorer,WNI,Seumur Hidup
3928276211627722,Lestari Sutrisno,Purwokerto,22-11-1962,Perempuan,AB,Jalan Merdeka No.27,01/18,Cilincing,Cengkareng,Hindu,Cerai Hidup,Guru,WNI,Seumur Hidup
2618594604042461,Fitri Purnomo,Malang,06-04-2004,Perempuan,A,Jalan Sudirman No.90,03/03,Tanah Abang,Sukajaya,Islam,Kawin,Guru,WNI,Seumur Hidup
4098571012978140,Wahyu Purnomo,Sawahlunto,10-12-1997,Laki-Laki,O,Jalan Diponegoro No.137,14/22,Sindangsari,Cibadak,Buddha,Cerai Hidup,Wartawan,WNI,Seumur Hidup
1598482509482494,Hendra Hidayat,Medan,25-09-1948,Laki-Laki,B,Jalan Merdeka No.106,03/09,Cibubur,Kemayoran,Islam,Cerai Hidup,Guru,WNI,Seumur Hidup
1312121509073964,Herman Santoso,Denpasar,15-09-2007,Laki-Laki,B,Jalan Gajah Mada No.90,20/04,Karanganyar,Cipayung,Konghucu,Kawin,Karyawan Honorer,WNI,Seumur Hidup
2820632509492565,Hendra Pratama,Sleman,25-09-1949,Laki-Laki,O,Jalan Merdeka No.104,14/11,Karanganyar,Sukajaya,Islam,Belum Kawin,Guru,WNI,Seumur Hidup
2694105412022473,Indah Santoso,Bontang,14-12-2002,Perempuan,O,Jalan Thamrin No.167,11/15,Tanah Abang,Beji,Hindu,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
4242152611618828,Joko Saputra,Dumai,26-11-1961,Laki-Laki,B,Jalan Gajah Mada No.138,03/08,Purnawarman,Cilandak,Konghucu,Kawin,Buruh,WNI,Seumur Hidup
4083424809957932,Putri Purnomo,Surabaya,08-09-1995,Perempuan,B,Jalan Sudirman No.137,08/11,Karanganyar,Kemayoran,Katolik,Belum Kawin,Pegawai Swasta,WNI,Seumur Hidup
4068355307946605,Fitri Saputra,Sawahlunto,13-07-1994,Perempuan,B,Jalan Gajah Mada No.80,19/06,Sukamaju,Tapos,Kristen,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
4305675809743574,Indah Santoso,Madiun,18-09-1974,Perempuan,A,Jalan Thamrin No.50,08/09,Desakota,Beji,Kristen,Kawin,Karyawan Honorer,WNI,Seumur Hidup
4305526107780787,Sunarti Wibowo,Pematangsiantar,21-07-1978,Perempuan,AB,Jalan Gajah Mada No.116,01/22,Karanganyar,Beji,Hindu,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
4186065507569133,Indah Setiawan,Gunungkidul,15-07-1956,Perempuan,A,Jalan Gajah Mada No.19,02/06,Kebon Kacang,Cibadak,Konghucu,Cerai Hidup,Wartawan,WNI,Seumur Hidup
3555636009900904,Sunarti Pratama,Siak,20-09-1990,Perempuan,B,Jalan Diponegoro No.104,12/09,Cilincing,Sukmajaya,Konghucu,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
1819450611790734,Ahmad Sutrisno,Bandung,06-11-1979,Laki-Laki,A,Jalan Sudirman No.18,13/14,Tanjungsari,Sukajaya,Konghucu,Belum Kawin,Guru,WNI,Seumur Hidup
4469336601627847,Putri Pratama,Kampar,26-01-1962,Perempuan,O,Jalan Sudirman No.139,15/24,Tanjungsari,Tapos,Kristen,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
2418951309831351,Herman Santoso,Jakarta Barat,13-09-1983,Laki-Laki,O,Jalan Sudirman No.114,11/17,Tanjungsari,Kemayoran,Islam,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
1374274603601764,Kartika Wibowo,Tebing Tinggi,06-03-1960,Perempuan,O,Jalan Thamrin No.188,15/21,Kebon Kacang,Tapos,Hindu,Belum Kawin,Wartawan,WNI,Seumur Hidup
2206901812616087,Budi Santoso,Denpasar,18-12-1961,Laki-Laki,A,Jalan Merdeka No.171,17/06,Cilincing,Sukajaya,Buddha,Cerai Hidup,Pelajar/Mahasiswa,WNI,Seumur Hidup
2507271904985635,Teguh Sutrisno,Magelang,19-04-1998,Laki-Laki,AB,Jalan Diponegoro No.7,16/21,Kebon Kacang,Beji,Katolik,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
2910951605752500,Gunawan Sutrisno,Depok,16-05-1975,Laki-Laki,A,Jalan Thamrin No.138,12/10,Cibubur,Tapos,Islam,Cerai Hidup,Karyawan Honorer,WNI,Seumur Hidup
3385865106497645,Putri Setiawan,Semarang,11-06-1949,Perempuan,AB,Jalan Thamrin No.138,04/19,Tanah Abang,Tapos,Kristen,Cerai Hidup,Pegawai Swasta,WNI,Seumur Hidup
1306495711944652,Fitri Wibowo,Tegal,17-11-1994,Perempuan,A,Jalan Sudirman No.152,19/06,Karanganyar,Cengkareng,Buddha,Belum Kawin,Guru,WNI,Seumur Hidup
2396436710748515,Sunarti Wijaya,Sleman,27-10-1974,Perempuan,B,Jalan Diponegoro No.52,01/04,Purnawarman,Sukmajaya,Hindu,Kawin,Pegawai Swasta,WNI,Seumur Hidup
1968354307737138,Murni Setiawan,Jakarta Timur,03-07-1973,Perempuan,AB,Jalan Diponegoro No.97,01/06,Tanjungsari,Beji,Katolik,Kawin,Pegawai Negeri,WNI,Seumur Hidup
3617552505727333,Herman Pratama,Purwokerto,25-05-1972,Laki-Laki,O,Jalan Sudirman No.147,06/18,Sukamaju,Kemayoran,Kristen,Kawin,Buruh,WNI,Seumur Hidup
4415194605751247,Lestari Hidayat,Sleman,06-05-1975,Perempuan,B,Jalan Thamrin No.12,18/08,Sukamaju,Kemayoran,Buddha,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
2448250712989071,Hendra Purnomo,Jakarta Barat,07-12-1998,Laki-Laki,A,Jalan Thamrin No.200,17/24,Sukamaju,Kemayoran,Konghucu,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
1516401510793532,Ahmad Sutrisno,Semarang,15-10-1979,Laki-Laki,A,Jalan Gajah Mada No.42,13/03,Sindangsari,Beji,Konghucu,Kawin,Pegawai Swasta,WNI,Seumur Hidup
1559782403927799,Yusuf Sutrisno,Padang,24-03-1992,Laki-Laki,B,Jalan Thamrin No.61,09/22,Kebon Kacang,Pancoran Mas,Katolik,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
1102834612058529,Lestari Wijaya,Purwokerto,06-12-2005,Perempuan,B,Jalan Gajah Mada No.30,09/01,Sukamaju,Cengkareng,Kristen,Kawin,Wartawan,WNI,Seumur Hidup
2902401702043733,Joko Setiawan,Pematangsiantar,17-02-2004,Laki-Laki,A,Jalan Merdeka No.38,19/20,Karanganyar,Cengkareng,Konghucu,Belum Kawin,Wartawan,WNI,Seumur Hidup
4460175007847132,Zahra Sutrisno,Solok,10-07-1984,Perempuan,AB,Jalan Sudirman No.151,01/23,Purnawarman,Kemayoran,Konghucu,Cerai Hidup,Wartawan,WNI,Seumur Hidup
1793594707492533,Kartika Wahyudi,Tenggarong,07-07-1949,Perempuan,B,Jalan Gajah Mada No.68,07/24,Tanah Abang,Sukmajaya,Islam,Belum Kawin,Wiraswasta,WNI,Seumur Hidup
2588044203712887,Sunarti Sutrisno,Kampar,02-03-1971,Perempuan,A,Jalan Diponegoro No.77,14/15,Cibubur,Cipayung,Katolik,Cerai Hidup,Buruh,WNI,Seumur Hidup
1654472708527511,Hendra Wahyudi,Kuta,27-08-1952,Laki-Laki,A,Jalan Diponegoro No.51,19/22,Kebon Jeruk,Beji,Hindu,Kawin,Wartawan,WNI,Seumur Hidup
2622074908886827,Indah Sutrisno,Gunungkidul,09-08-1988,Perempuan,B,Jalan Sudirman No.164,14/15,Tanjungsari,Kemayoran,Konghucu,Cerai Hidup,Pegawai Negeri,WNI,Seumur Hidup
3101391902897537,Herman Wahyudi,Sawahlunto,19-02-1989,Laki-Laki,AB,Jalan Sudirman No.132,01/19,Sukamaju,Tapos,Kristen,Cerai Hidup,Wiraswasta,WNI,Seumur Hidup
3890604303714744,Sunarti Wibowo,Gunungkidul,03-03-1971,Perempuan,O,Jalan Gajah Mada No.33,02/14,Mekarjaya,Cibadak,Kristen,Cerai Hidup,Guru,WNI,Seumur Hidup
3599205410856743,Kartika Saputra,Pematangsiantar,14-10-1985,Perempuan,AB,Jalan Merdeka No.29,06/12,Cibubur,Cilandak,Buddha,Kawin,Pelajar/Mahasiswa,WNI,Seumur Hidup
3147221903977492,Joko Saputra,Tegal,19-03-1997,Laki-Laki,AB,Jalan Gajah Mada No.144,19/15,Tanah Abang,Tapos,Islam,Cerai Hidup,Guru,WNI,Seumur Hidup
2567291711567447,Ahmad Hidayat,Bontang,17-11-1956,Laki-Laki,B,Jalan Gajah Mada No.139,06/06,Mekarjaya,Tapos,Islam,Cerai Hidup,Buruh,WNI,Seumur Hidup
